movieCd,movieNm
19730153,나 혼자 못산다
20112812,꿈을 꾸다
19789048,꿈나무
19730152,꼬마신랑의 한
19710016,꼬마 암행어사
19710035,꼬마 사장과 여비서
19690056,까멜 2000
19730033,김일병과 이쁜이
20124568,길고 긴 여름날
20081359,기아해협
19710179,금문의 결투
20080484,극사적 에로스
20108885,그레이트 월츠
20108136,그레이트 씨 맨
20151185,귀향
20108096,귀문의 독수리
20111427,귀
19720147,권왕의 복수
19710177,국제 암살단
19710176,괴짜 부인
19779050,공수특공대작전
19730039,곰중령
19720166,고향을 묻지마라
19730182,고향에 진달래
20135944,고잉 인 스타일
20157321,고뇌와 환희
19779097,고가
20135949,결단의 3:10 
20135955,겐로쿠 주신구라
20113784,게르니카의 나무
19710175,검은 안경
20135956,검은 백조
20135959,거상의 길
20135960,거대한 환상
20108100,개인교수
20110553,강
20111634,갈매기
19760057,간난이
19630046,가정교사
20129026,애정
20134726,가슴에 빛나는 별
19730151,가버린 사랑
20081489,X: 언헐드 뮤직
20119953,X-레이맨
20110025,OK 목장의 결투
19830022,82 바보들의 행진
19568013,80일간의 세계일주
19548035,7인의 사무라이
20112774,7년만의 외출
20111021,5인의 해병
19710133,5개의 단검
19760168,3인의 밀객
19710173,3인의 검은 표범
20124466,34번가의 기적
19710172,20인의 여도적
19720017,1950년 4시
19838260,10층의 모기
19710051,007 제7편 : 다이아몬드는 영원히
19798135,장마
20246955,환희의 웃음
20246910,더 밴디트
20246954,마지막 왜건
20246909,두 얼굴의 여인
20246908,안나 카레니나
19810007,빙점 '81
20236938,육체와 악마
20236904,기쁨 없는 골목길
20236935,괴스타 베를링의 전설
19760026,사랑의 스잔나
19708101,처와 처
19840062,사랑의 찬가
20191711,사람보
20172586,십자포화
19870006,따귀일곱대
19820080,꿀맛
19880031,둥지 속의 철새
19888284,근신
20236504,36 사이즈의 작은 소녀
20236521,정말 어린 소녀
19888097,초콜렛
20210231,피로스마니
19590001,히로시마 내사랑
20127215,앙투안과 콜레트
20235973,프레젠트
20145063,21번가의 살인자 
20235633,공적 명령
20235616,워런데일
20235615,다음 세계를 위하여
19728063,솔라리스 
20190128,고양
20190181,새로운 바빌론 
20184701,공주님의 짝사랑
19820110,해바라기
20155709,피카소의 미스테리
19730184,엄마와 창녀
19880032,나그네는 길에서도 쉬지 않는다
19850062,어우동
19840055,무릎과 무릎사이
19818125,메피스토
19900281,레들대령
20234935,신뢰
20234934,사랑영화
20234923,아버지
20234936,하누센
20157367,알라모
19678038,안개
19648024,대 열차 작전
20120911,바람
20110063,감자
20129027,침략자
19770090,돌아온 무숙자
19820118,환타지아
19860106,구니스 
20080507,사랑의 도피
19698110,사티리콘
19398001,오즈의 마법사
20234290,소레카라
20234289,두근두근하게 죽는다
20234287,비슷한 것들
20234286,쾌락궁전의 창립
20234260,인공 연못
20234259,토끼의 달
20234285,갈색의 순간
19508005,펠리니의 청춘군상
19770042,쌍무지개 뜨는언덕
20233950,달빛 아래서
20233925,외침
20233924,손들어!
20233923,신원미상
20191254,부전승
20111102,안소니퀸의 길
19770028,야행
20164199,여판사
19550028,미망인
20223393,여자이기 때문에
20233529,솔로몬 왕의 보고
19648021,붉은 사막
20135088,버터필드 8
19890198,프라하의 봄
20233094,사랑과 슬픔의 볼레로
2022A559,불의 여인
20233093,사랑
20233055,신밧드의 모험
20233054,검투사
20233053,백만장자
20081375,샤이닝
20081677,마음의 속삭임
20110919,8월의 달을 위한 다섯 인형들
19738127,관계의 종말
19670086,포인트 블랭크
20228344,이노센츠
20000258,마지막 전투
20080973,옛날 옛적 서부에서
20232822,열쇠구멍
20181602,마야
19770098,괴인 드라큐라
20144511,가녀의 각서
20130567,달의 애인들
20232504,전원
20232503,낙엽
20232434,불꽃
20232416,푸앙틸리
20232403,조지아의 옛 노래
20232391,4월
20232402,꽃의 노래
20232339,보리수 2
19740112,악령
20232318,제복의 처녀
20126723,수증기
20232265,내일은 일본 맑음
20144509,벌집의 아이들
20144510,머리 장식핀
20232264,노부코
20144512,안마와 여자
20144524,바람 속의 아이들
20232262,사랑도 잊고
20144526,아리가토 씨
20144528,항구의 일본 소녀들
20232286,봄에 우는 여인
20232278,불운
20070184,줄 위의 종달새
20232275,322
20120802,혈투의 계곡
20232170,"오월, 그날이 다시 오면"
19770001,욕망의 모호한 대상
19728081,부르주아의 은밀한 매력
19548011,원한의 도곡리 다리
20159287,철모
20140602,포크 촙 힐
20232041,시네마테크의 계단
20232040,"방7, 부엌, 그리고 욕실"
20232023,여인상 기둥 이야기
20232022,엘자 라 로즈
20232039,맥도날드 다리의 연인들
19688032,살인의 낙인
20232037,베를린 알렉산더 광장 14
20232020,"베를린 알렉산더 광장 11, 12, 13"
20232019,"베를린 알렉산더 광장 8, 9, 10"
20232036,"베를린 알렉산더 광장 6, 7"
20232035,"베를린 알렉산더 광장 3, 4, 5"
20232018,"베를린 알렉산더 광장 1, 2"
19858305,란
20080356,파리 텍사스
20148176,소서러
20232014,결혼의 풍경 4~6
20232013,결혼의 풍경 1~3
20134345,결혼의 풍경
20114868,한밤의 암살자
19808215,글로리아
20124108,사랑의 행로
20111255,흐르다
19558025,황금팔을 가진 사나이
20134481,모니카와의 여름 
19468019,삶과 죽음의 문제
20189883,폭풍의 밤
20231198,전봇대 소년의 모험
20149602,계엄령
20231905,여배우의 고백
20231903,연옥 에로이카
20149603,에로스+학살
20149604,불꽃과 여자
20231901,물로 쓴 이야기
20149606,폭풍을 부르는 18인
20149607,아키츠 온천
20231900,달콤한 밤의 씁쓸한 끝
20149608,피가 마른다
20149609,쓸모 없는 녀석
19538025,비텔로니
20150762,순응자
19628007,미라클 워커
20228559,언제나 맑음
20121789,애니여 총을 잡아라
20112775,자전거 도둑
19688005,2001 스페이스 오디세이
20080698,씨받이
19870039,미미와 철수의 청춘스케치
20231438,영화가 별써 시작되었나?
20101103,건축가의 배
20219809,끝없는
20143266,불운의 사랑 
20231381,순수의 성
20231393,딥 엔드
20227231,수정의 구조
20231378,제복의 처녀
20231377,경계선
20231350,윌마 쇼언에 의한 디드로의 '라무의 조카'(데니스 영 덕분)
20231375,세일즈맨
20172997,어떤 여름의 연대기
20100889,밤과 안개
19940364,마리아 브라운의 결혼
2022C100,중국식 룰렛
20155172,퀴스터스 부인의 천국 여행
19740181,폭스와 그의 친구들
20050209,불안은 영혼을 잠식한다
20199003,선 위의 세상
20135646,사계절의 상인
20231283,페트라 폰 칸트의 쓰디쓴 눈물
20231282,성스러운 창녀를 주목하라
20231281,카젤마허
20129480,愛憎
19338003,킹콩
20147797,마타하리
20230954,포르자 바스티아
20230937,우체부 학교
20230953,왼쪽을 주의하라
20230952,즐거운 일요일!
20080510,부부의 거처
19688056,파티
20230935,요요
20230951,구혼자
19900192,써커스
19900139,황금광 시대
20230950,로렐과 하디의 외인부대
20131087,식은 죽 먹기
20159719,항해자
20148267,퍼레이드
20090283,트래픽
20113203,플레이타임
20111589,나의 아저씨
20080938,윌로씨의 휴가
19558050,부운
19548013,다이얼 M을 돌려라
20147327,굿바이 마이 라이프
20149201,테오레마
20230261,미친 욕망
19880210,졸업
20230079,"햄릿, 장사를 떠나다"
20090733,난장이가 쏘아올린 작은 공
20239921,코만치 영역
20050347,쥴 앤 짐
20081338,400번의 구타
20136968,제인 에어
19520006,몽키 비지니스
19638070,하녀의 고백
19798133,올 댓 재즈
20210678,한여름밤의 재즈
20151523,멜로
20050340,내 미국 삼촌
20229434,프로비던스
20081438,스타비스키
20151524,사랑해 사랑해
20081437,뮤리엘
20081436,지난 해 마리앙바드에서
